SongID,Title,ArtistName
1327,Let the People Dance,Michael Bloomfield
1328,Look Around featuring dead prez and Cheryl Pepsi Riley,Beatnuts featuring dead prez and Cheryl Pepsi Riley
1329,Angel,Aerosmith
1330,Mi Son Maracaibo,Rene Touzet
1331,Don't Lose Control,Bill Laswell
1332,Little Woman,Jazz Gillum
1333,My Bulldog Blues,Sonny Terry & Brownie McGhee
1334,Love Can Break Your Heart (LP Version),Michael McDonald
1335,Broad Daylight - The BBC Sessions [Top Gear 17/3/69],Free
1336,Shi Shang Zui Qiang Man Hua Wang Da Luan Dou,Leo Ku
1337,Rudolph The Red Nosed Reindeer,Frankie Randall
1338,Snowdrops,The Pineapple Thief
1339,Sweet Southern Comfort,Buddy Jewell
1340,Luna De Octubre,Flor Silvestre
1341,Say Yeah,Capleton
1342,Hell Will Reign,Demonbreed
1343,The Ferocious O' Flahertys,Joe Heaney
1344,Marea De Venus,Cerati-Melero
1345,I Want To Go Home,Remmy Ongala
1346,Century City Rag,The Last
1347,Life,Jimmy Riley
1348,Rock Bottom,House Of Lords
1349,Love Unlimited (Explicit),Fun Lovin' Criminals
1350,The Sweetest Sounds,Helen O'Connell
1351,Turbocharger,Chaotica
1352,America the Beautiful,The Sun Harbor's Chorus-Documentary Recordings
1353,Hardly Wait,Placebo
1354,Tu Hi Tu Sada,DCS
1355,Exogenesis: Symphony Part 1 [Overture],Muse
1356,Computer Love (2009 Digital Remaster),Kraftwerk
1357,Someone To Hold,Singing Melody
1358,Great Big Problem,FFH
1359,He Will Lead His Children Home,Bill & Gloria Gaither
1360,Air: My Lagan Love,Willie Clancy
1361,My Heart Is Yearning,NOFX
1362,Tyre,Chris Clark
1363,Let's Blame The Lightman,GWAR
1364,Son Sabroso,Gran Coquivacoa
1365,Master Of The Universe,Sick Puppies
1366,Paper Doll,Gary Nichols
1367,Das Telefon sagt Du,Andreas Dorau
1368,Viaje Al Averno,Gabinete Caligari
1369,The Burp Heard 'Round The World,James Newton Howard
1370,Let's Go,Ray Charles
1371,Gina,Geggy Tah
1372,Sedona Suite (Sunrise/Prayer/Joy/Sunset),Tom Barabas
1373,El Mensaje Soy Yo,Los Fabulosos Cadillacs
1374,I Can't Feel You Anymore,Loretta Lynn
1375,"Not Homophobic/The Word Is Cock"" (Spoken Word) (Album Version)""",Joe Rogan
1376,I'll Sweat You (LP Version),Mista
1377,Fuel the Fire,Unearth
1378,Memphis,Bob Marley
1379,Emmaus,Brian Free & Assurance
1380,Sound Clash,Dream Warriors
1381,Baby My Love,The In Crowd / Jah Stitch
1382,Vienna,The Fray
1383,Selling Jolson A Baseball Team,Groucho Marx
1384,Sete Desejos,Alceu Valença
1385,He Says The Same Things To Me,Skeeter Davis
1386,Mambo Suavecito,Tito Puente
1387,Hoy Es Hoy,Memphis La Blusera
1388,E se tu lontana sei,Crazy Horse
1389,Foggy Mountain Top,Skeeter Davis
1390,All On Our Own,One Block Radius
1391,Mountain By The Sea (Tribe Unknown),Various Indian Tribes
1392,Bad Days,Timo Maas
1393,Nossa Dança,Nana Caymmi
1394,Moon Boom,Anat Ben David
1395,All Day,Butthole Surfers
1396,Stormtrooper (Live),Pepper
1397,La Revolución,Memphis La Blusera
1398,Time Is On My Side,The Rolling Stones
1399,We Will Glorify (Key-B-Db-Premiere Performance Plus),Twila Paris
1400,Man Of No Reputation,Bob Carlisle
1401,Waste A Little Time On Me,The Michael Stanley Band
1402,Air_ Siote No. 3 (J.S. Bach),Mariano Yanani
1403,Everyday,Rikk Agnew
1404,Ricky Ticky Toc,Eminem
1405,Mana Laina Chahida,Malkit Singh
1406,Come Monday,Barry Manilow
1407,Angelito (Directo 09),Carlos Baute
1408,Hot Dental Supplies,Marga Gomez
1409,Until I Believe In My Soul,Dexys Midnight Runners
1410,Là-Bas,Jean-Jacques Goldman
1411,Déstockage massif (with Alex Gopher),Etienne de Crécy 
1412,Back To Burn,T-la Rock
1413,Ingenting,Kent
1414,Theme III,Silent Stream Of Godless Elegy
1415,Lonely,Stiff Meat
1416,Estoy Pensando En Tí,Sonora Santanera
1417,Iron-head: Palestine,Asterisk*
1418,Voodoo Chile Blues,Jimi Hendrix
1419,Grandma's Spending Christmas with the Superstars,Dr. Elmo
1420,Sho' Enough,Tommy Castro
1421,L'education du corps des porcs,Les Ogres De Barback
1422,WHEN I AM YOU,Panzer AG
1423,Murda',Rodney O & Joe Cooley
1424,Big Railroad Blues,Gus Cannon
1425,Do It Nice,Suicide
1426,The Monkey King,William Orbit
1427,Amazing (LP Version),Point Of Grace
1428,You And Your Heart,Jack Johnson
1429,Can You Feel It?,Lee Ritenour
1430,Someday,Max Melvin
1431,Floripa,Plagia
1432,Hasta El Final,La Portuaria
1433,John Dunbar Theme [Dances with Wolves],Hollywood Bowl Orchestra / John Mauceri
1434,Gewisse Leute,Rainer Bielfeldt
1435,Guitar Rag,Sylvester Weaver
1436,My Never,Blue October
1437,Motel Room In My Bed (LP Version),X
1438,Fire,Jimi Hendrix
1439,???????,Intars Busulis
1440,Brute Force II,Jedi Mind Tricks
1441,One Hour Empire,Broadcast
1442,No More Lonely Nights,Fiona
1443,Dogon,Carl Crack
1444,Ma soeur,France D'Amour
1445,Welcome,Phil Collins
1446,Light,Teena Marie
1447,Never Wanted to Dance (Live In London),Mindless Self Indulgence
1448,Losing Hand & Dialog #3 (w/reverb) (Rehearsal Session with Ahmet Ertegun_ 1953),Ray Charles
1449,Pega Joso,Laurindo Almeida
1450,Pieni Maailma,Mandi
1451,Cleansing,The Color Red
1452,Somewhere Else,Jim Bryson
1453,Os Dois Irreversíveis,Irreversíveis
1454,More to This,Information Society
1455,Ragtime Sound,Marcie Blane
1456,This Year (ReMastered),Curtis Mayfield
1457,The Awakening (Clean),PMD
1458,Besame Mucho,Alain Morisod
1459,What's In You?,Tom Cochrane
1460,It Came Upon The Midnight Clear,Gold City
1461,X-Static,Foo Fighters
1462,Vertigo,U2
1463,Country Rose,Roy Drusky
1464,Skopska situacija,SAF
1465,Hard To Laugh,Pursuit Of Happiness
1466,Deep Voices,Jane Winther
1467,New Friend Request (Amended Version),Gym Class Heroes
1468,Why,Xmilk
1469,Smoke,Mario Rosenstock
1470,Bus Monkeys,Jape Squad
1471,Gotta Man,Frankee
1472,Time You'll Never Get Back,Williamson
1473,Soulcrusher (Amended Album Version),Operator
1474,T.V. Eye (Take 3),The Stooges
1475,A Machine and a Memory Keeps You Alive,Dntel
1476,Some People They Never Believe (LP Version),David Meece
1477,Why Can't We Really Be Free,Harvey Averne
1478,Members Only,Tyrone Taylor
1479,King Kong,Shanadoo
1480,Savu hälvenee,Kaija Koo
1481,Chasing Cars,Snow Patrol
1482,All I Ask Of You,Erik Berglund
1483,Tigerauge Rock,Günter Noris
1484,Tired,Moonspell
1485,Autumn In New York,Chico Hamilton
1486,Grottans Barn,Finntroll
1487,King Of Rock,RUN-DMC
1488,It's Not Whatcha Got (Fondling Club Mix),Andréa
1489,Where Is My Mind (XFM Live Version),Placebo
1490,Resurrection Man,Heaven 17
1491,Lift (Joi Blarneyformasian),Azukx
1492,This Lullaby,Queens Of The Stone Age
1493,Indianola,Steve Azar
1494,Paperman_ Fly In The Sky - Original,Chris Farlowe
1495,Your Silence,The Suicide Machines
1496,El Termometro,Orquesta Broadway
1497,Since I Met You Baby,Kenny Neal
1498,Looking At You (Cody High School),MC5
1499,Matarlatanta,Ghorwane
1500,Dirty tarraxa 2 (feat. Neuza),Nichols
1501,The Ava Song,Francis Dunnery
1502,Comme Si C'était Doux,Julien Clerc
1503,S.O.S.la Fine (Reprise 2,Ennio Morricone
1504,Teenage Superstars (Album),Vaselines
1505,Mentira,Beto Cuevas
1506,Himalaya Dreams,Catia Werneck
1507,The Fundamental Alienation,Dimmu Borgir
1508,Bully Bully (LP Version),Off Broadway
1509,Holy Ground (Homecoming Hymns Version),Bill & Gloria Gaither
1510,Era um dia desses,Hélio Ziskind
1511,Hard Pure,Pumpkin Buzzard
1512,Pig Meat On The Line,Memphis Minnie
1513,We Can Do It,Steel Pulse
1514,Waiting For You (I Forgive You Before I Go),Mississippi John Hurt
1515,Back to '93,Caspa
1516,Take The Wheel,Pacha Massive
1517,Numba 1 (Tide Is High),Kardinal Offishall / Keri Hilson
1518,Chains (LP Version),THE COOKIES
1519,Bastard,Peppermint Creeps
1520,"Unda Da Influence (Snippets)""",M Sane
1521,Der weisse Mond von Maratonga,Oesch's die Dritten
1522,Melancholia,The Grip Weeds
1523,Sickman,Alice In Chains
1524,Smoke,Vanessa Daou
1525,The Silver Gate,Dark Fortress
1526,If Music Be The Food Of Love,Gloria
1527,Special,Wilshire
1528,Out Of My Darkness,Legacy Five
1529,Prayer For The Dying (Album Version),Seal
1530,Ancient Airs and Dances (1996 Digital Remaster)_ Suite No. 2: III.  Campanae parisienses (anon.) - Aria (Marin Mersenne),Sir Neville Marriner
1531,Follow You Home (Album Version),Nickelback
1532,Una Sopita De Tu Propio Chocolate,Angélica María
1533,Say What!?!,Chris Standring
1534,Blott En Dag,Mons Leidvin Takle
1535,The Sirius Deception (Album Version),Nicholas Hooper
1536,Catharsis Of A Heretic,The Ocean
1537,Verdad Amarga,Los Solitarios
1538,Your Love,Glen Washington
1539,Spaz's House Destruction Party,Anti-Flag
1540,Mai [Live],Josh Groban
1541,This Heart Of Mine,Josh White
1542,When He Was On The Cross (I Was On His Mind),The Paynes
1543,Lo Mismo Que Yo (Bonus Track),Bacilos
1544,Wings,4Him
1545,Pedagogy for the Oppressed (Album Version),Scalplock
1546,Rakkautta Kööpenhaminassa - Förälskad i Köpenhamn -,Erkki Junkkarinen
1547,How It Feels,Juggler
1548,Keep It Alive,Lee Ritenour
1549,Pariah,Cursed
1550,Bye Bye Betty Blue,The Fever
1551,Getaway,KRS-One
1552,Come On In,Washboard Sam
1553,Secret Smile,Semisonic
1554,Si Es Que Te Vas,Carlos Vives
1555,Greater,Vanessa Bell Armstrong
1556,Hack 1/Charlie X,Information Society
1557,La Piel de Tu Alma,Tito Rodriguez_ Louie Ramirez
1558,Disciplinarian,Margaret Smith
1559,Fly to zion,Wilks featuring doniki
1560,Estas hecha para mi (Directo 09),Carlos Baute
1561,Boxing Day,The Pineapple Thief
1562,Bahama Lullaby,Blind Blake & The Royal Victoria Hotel Calypsos
1563,Musica Sacra Nova: Morgen I Frydenlund,John Tchicai
1564,Le Temps Des Cerises,Toots Thielemans
1565,Stumblin' Man (Album),Tad
1566,This Will Be Laughing Week,Ultimate Fakebook
1567,Mazurcas das Rías Baixas,Susana Seivane
1568,Valérie,Oztara
1569,On My Own,Black Eyed Peas / Les Nubians / Mos Def
1570,Elektro Kardiogramm (Live),Kraftwerk
1571,Ego is the drug/3am,The Frequency
1572,Apotoma,Giorgos Tsalikis
1573,What's True,Ziggy Marley And The Melody Makers
1574,Tonight_ Te Amaré,MDO
1575,Have It Your Way,Leigh Jones
1576,Foam Born (A) The Backtrack (Album Version),Between The Buried And Me
1577,Vem Pr'a Roda,Tania Maria
1578,Pitch In OnA Party,DJ Quik
1579,Acordeón,Massiel
1580,El Amor (Version Nortena),Yahir
1581,Just In Case,Micachu
1582,Love Dump (Clean Album Version),Static-X
1583,Kleine Killer,Paso Doble
1584,It Was Only A Heart,Skeeter Davis
1585,Too Cool for Love,Webb Wilder
1586,Sensazioni a_b & c,Gruppo Jazz Marca
1587,Dancing With the Goddess (ttt rmx),Atman
1588,At Night,Shakedown
1589,Raag Trance,Biddu
1590,No Eye Has Seen,Parachute Band
1591,Summerfish,Leonid Rudenko
1592,Lord You're Worthy (Album),Wilmington Chester Mass Choir
1593,Laying Down My Will (The Plan Album Version),Raze
1594,Across Decker's Field,Stewart Francke
1595,Umbrella,All Time Low
1596,Summer Rain,James Last
1597,Undercover Gangstas,5th Ward Boyz
1598,Swing Spring,Bill Perkins
1599,La bite du plombier,Bézu
1600,S.O.S.,Spliff
1601,Wheeling Free,Bert Kaempfert And His Orchestra
1602,Bridget,Rachel Portman
1603,Nos plus belles années,Miossec
1604,I Don't Want To Talk About It,G-Unit
1605,Ramblin' On My Mind,Memphis Sheiks
1606,Snaps Drinking Woman (LP Version),Champion Jack Dupree
1607,Live At Brixton Academy 1999,Atari Teenage Riot
1608,House Of Wolves (Album Version),My Chemical Romance
1609,Exactamente Medianoche,Memphis La Blusera
1610,Street Car Blues,Sleepy John Estes
1611, -start ID-,The Mad Capsule Markets
1612,Dementia,Schizoid
1613,Snippet 15,Bare Jr.
1614,Cool Water,Roger Williams
1615,Ya Lil' Crumbsnatchers (LP Version),Del Tha Funkee Homosapien
1616,This House Is Haunted,Alice Cooper
1617,Captin Kut-Cha,Kai Winding
1618,Killing Machine,Aiden
1619,Manuel's Mambo,Cal Tjader
1620,All I Ask For (Album Version),Ill Nino
1621,Fonsi,Zaïko Langa Langa
1622,I'm Over You (Album Version),Rebecca Lynn Howard
1623,Contact,Dive
1624,Why Don't You Do Right,Barbara Lusch
1625,Hate Zone,Brand X
1626,Telê,Hélio Ziskind
1627,Probka (Latvia),Intars Busulis
1628,Only Me,Charlie Rich
1629,Beautiful Maria of My Soul,Virtuoso
1630,Feels Good To Be Free,Karen Peck And New River
1631,Trade Winds,Judy Mowatt
1632,No Love No Nothing,Marlene Dietrich
1633,I Must See Jesus,Michael Bloomfield
1634,Alright Now,Paul Rodgers
1635,Assassination,Dead Prez
1636,I Did it for You,David Cook
1637,A World Of My Own,Knack
1638,Down On The Corner,La Portuaria
1639,Come Dance With Me,Mulberry Lane
1640,A Visit From Drum,Liars
1641,More Than Words,Tom Barabas
1642,We Do It Too,Modeselektor
1643,Mar gaye te sada naal,Naseebo Lal_ Arif Lohar
1644,Talking Drum (Isea '95),Chris Brown
1645,C.O.G. To The ATL,DJ Taz
1646,La clé parfumée,Gabriel Yared
1647,Hermione,Starless & Bible Black
1648,La Vuelta,Gustavo A. Santaolalla
1649,Wepons Of Mass Deception (Album),Widespread Bloodshed
1650,Lizzie And The Rain Man,Billie Jo Spears
1651,Chicken Strips (THE DEMOS version),Smut Peddlers
1652,Was Machst Du Mit Dem Knie_ Lieber Hans?,Günter Noris
1653,Gief Konjunkturpaket VI,Afrob feat. Sarah
1654,The Real Rock,Shinehead
1655,Pocket Full Of Stars,Diesel Boy
1656,The Way I Am,Eminem
1657,Back Into Business,Milo
1658,Blues Do Elevador,Zeca Baleiro
1659,Hippa To Da Hoppa [Explicit Version],Ol' Dirty Bastard
1660,Beast In the Broch,The Lord Weird Slough Feg
1661,Battery Acid,Six Brown Brothers
1662,Mis Sueños feat Norma Castro,Mario Garcia
1663,Perfidia,Eddie Jones
1664,Will Not Fade  (Hit Parade Album Version (new Song)),Audio Adrenaline
1665,Just Want To See Ya,Pacha Massive
1666,No Regrets,Gob
1667,Inferior (Late Night Version),Zuma
1668,Pseudoephedrine,Nick Conolly
1669,C'est Moi,Rupa & the April Fishes
1670,Love My Way,William Orbit
1671,About Last Night (LP Version),Vitamin C
1672,Girl From A Pawnshop,The Black Crowes
1673,Boogie Man,Freddie King
1674,Perfection Design,Amoral
1675,Angel Food,Steve Vai
1676,My Record Company,K's Choice
1677,Coolsville (Live Acoustic Version),Rickie Lee Jones
1678,Memorabilia,Nine Inch Nails
1679,I Can't Quit You Baby (Live) [Never Released],The Fabulous Thunderbirds
1680,Dance Hall Days,Wang Chung
1681,Smoke! Smoke! Smoke! (That Cigarette),Tex Williams
1682,Razor,Foo Fighters
1683,Six,Faithless
1684,Sous Les Ponts De Paris (Valse),Jo Privat
1685,Would You Like To Take A Walk?,Marion Harris
1686,Le Bal Du P'tit Jardin,Gus Viseur
1687,A Little Tear,Willie Bobo
1688,When Will They Shoot? (Explicit),Ice Cube
1689,Close To You,Rick Astley
1690,Hold On,Hot Chip
1691,Independentia,US Coast Guard Band
1692,Bury You,Lollipop Lust Kill
1693,Highland,Bill Douglas
1694,Matador,Los Fabulosos Cadillacs
1695,Colombine,Georges Brassens
1696,You're Killing My Love,Michael Bloomfield
1697,Ghosts,Chariots
1698,It Is Us,Mudhoney
1699,Badd Indian,Apache Indian
1700,Keinu Kanssani (2003 Digital Remaster),J. Karjalainen & Mustat Lasit
1701,Rakkauden veteraani,Kari Tapio
1702,She's So Tough,Mink DeVille
1703,DEFCON 4,John Frizzell
1704,Wo Men De Fei Leng Cui,Steve Chou
1705,Somewhere,Bob Carlisle
1706,Ubi Caritas,Cantara
1707,Surf of Syn,GWAR
1708,Hush,Mongo Santamaria
1709,Let's Go Home,Bert Kaempfert And His Orchestra
1710,Bellini: Norma: Vanne_ e li cela entrambi,Vincenzo Bellini
1711,Wrong End Of The Rainbow,Ronnie Milsap
1712,If Santa Claus Could Bring You Back To Me,Jimmy Wakely
1713,You Are!,Christian Quast
1714,Mrs Scott Skinner / Mackenzie Hay / The Devil's Elbow,James Scott Skinner
1715,Peyote,Evolution
1716,What's in a number & Feed me lies remixes,Theodor Zox
1717,Intro: The Dragon,Mix Mob
1718,Soul Of A Man,Erja Lyytinen
1719,Alpha Beta Parking Lot,Cake
1720,Geek USA (Album Version),Between The Buried And Me
1721,Amo Dejarte Asi,Gustavo Cerati
1722,La fête à la prison,Oldelaf et Monsieur D
1723,Pluvialus,LORE
1724,Forgiveness,Goldfinger
1725,Song For Val,The Embarrassment
1726,The Train Kept A Rollin,Tiny Bradshaw
1727,Aviatic,André Verchuren
1728,Keiner außer uns,Kool Savas
1729,Luv In the First,Latif
1730,Love Is Gonna Bring Us Back Alive,Rickie Lee Jones
1731,Can't Do Me No Good,Otis Spann
1732,Main Title,Jerry Goldsmith
1733,Plaza de Mayo,Matteo Bonfanti e i maledetti
1734,Dil Naheen Lagda,Naseebo Lal
1735,Whirlpool [Live],Seal
1736,The Way It Is,Tesla
1737,The Up,Utopia
1738,Tu Peux Compter Sur Moi,Bénabar
1739,Frisch Verliebt,Der Plan
1740,Missionary Man,Eurythmics
1741,La feria de San Cristobal (Live),Maurice Larcange
1742,Be With You,Beyoncé
1743,Within (Album Version),A Perfect Murder
1744,Don't Stop The Music,Michael Stanley Band
1745,Traveller,Talvin Singh
1746,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Aria,Solomon
1747,Superstar Dog,Curtis
1748,Rapture (Toby Emerson Dub) (Toby Emerson Dub),Toby Emerson
1749,Madazulu,Deep Forest
1750,If I Had Known,Tampa Red
1751,Depressionista,Every Time I Die
1752,Boring,Lifer
1753,Riot Squad (1991 Digital Remaster),Bad Brains
1754,In The Midnight Hour,The Dee Jays
1755,Intro,Diamond D
1756,I Gotta Keep Dancing,Corona
1757,Im Slowly Turning Into You,The White Stripes
1758,Get It Started,2Fresh
1759,Marashi Ya Pemba,Ndala Kasheba
1760,Cold Icy Floor,New Roanoke Jug Band
1761,This Is How A Heart Breaks,Joe McBride
1762,Heaven's Hero (Featuring Champion Of Love),Greater Vision
1763,Sag Ihnen Bescheid,Headliners
1764,Bare As You Dare,Lady Saw
1765,It Only Takes Two To Tango,The Stranglers
1766,Night Time,Hot Club Of Detroit
1767,Crash And Burn [Home Demo],Funeral For A Friend
1768,Bad Dreams,Lyrics Born
1769,Black Lung (Album Version),Rancid
1770,Praying For Time,George Michael
1771,Ilta Oulunjoella,Tulipunaruusut
1772,Telephone Song,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan
1773,Dancer (2007 Digital Remaster),Babe Ruth
1774,Don't You Know How Much I Love You,Ronnie Milsap
1775,Monkey & Turtle,David Hudson
1776,Echo,Joe Satriani
1777,I'm Down,Goldfinger
1778,Alone Together,Charlie Haden & Chris Anderson
1779,Château de sable,Rokia Traoré
1780,El Ausente/ El Preso/ El Caminante/ Tania,Fruko Y Sus Tesos
1781,With Strength I Burn,Emperor
1782,Locomotive (Complicity),Guns N' Roses
1783,Zero Db (drum solo by Frank Katz),Brand X
1784,Joking,Speaker
1785,Water Blazz (Chill House mix),Christos Kedras
1786,Lagian ne maujan,Faiz Ali Faiz
1787,What Child Is This?,Gold City
1788,Safe Passage,Michael Gettel
1789,Not Right (Remastered LP Version),The Stooges
1790,That Rock Won't Roll,Restless Heart
1791,Prison Bound Blues,David Evans
1792,Shuo Ni Ai Wo,Will Pan
1793,Wake The Sleeper,Uriah Heep
1794,Fantasie (Extended Version),Paso Doble
1795,EU A4,Stress Assassin
1796,Start The Fire,Margaret Becker
1797,Te estoy saboreando,Abracadabra
1798,You Said You Loved Me,Orchids
1799,Salzanitos,Juan Carlos Baglietto
1800,Gone,Sugarbomb
1801,Ask Fi War,Bounty Killer
1802,Desde mi cielo,Mago de Oz
1803,Olha Pro Ceu,Quinteto Violado
1804,Don't Lie,Dead To Me
1805,Seed,Paloalto
1806,Warum rappst du?,Kool Savas
1807,Katie's Song,Darryl Worley
1808,Get Money,Mykill Miers
1809,One Eyed Jack,Joe McBride
1810,Stay Close To Me,Margaret Becker
1811,So Beautiful,Jarvis Church
1812,Face To Face,Damita Jo
1813,Are We Here ?,Orbital
1814,Bagdad by night,Ministère des Affaires Populaires
1815,Santa Monica (Version Originale 1980),Alain Turban
1816,Cutdown,Bongzilla
1817,Rompan Todo,2 Minutos
1818,Chime (edit),Orbital
1819,Say Hello,April Wine
1820,I'm Not Worth the Tears,Dolly Parton
1821,Fin De Semana,Estrellas Cubanas
1822,Little Louie Bonus,The Bucketheads
1823,Love Is Taking Hold,Al Denson
1824,Love Ain't No Stranger (2003 Digital Remaster),Whitesnake
1825,We Are Not Impartial,The Chap
1826,Atlantic Shore,Máire Brennan
1827,Paralyzed,The Cardigans
1828,The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),Twista
1829,Weekend,Dictators
1830,Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05],Fat Joe
1831,Don't Go Away,Oasis
1832,Slaughter The Gods,The Accursed
1833,I WANNA HEAR IT FROM YOU,Eddy Raven
1834,Ma' Be Easy [Explicit Version],Fabolous
1835,Heather,Floor
1836,Party For Pink,Michelle & Vickie
1837,Only You (Chimi-Changa Club Mix),Sulk
1838,Let It Be Me,Ben E. King
1839,Smoke,Trafik
1840,Oblivious Darkness,Astarte
1841,Silent Night,Sergio Franchi
1842,Lady Marmalade,Mongo Santamaria
1843,The Way We Were,The London Pops Orchestra
1844,Wrapped Around Your Finger,The Police
1845,Pour Jane (Live Acoustique),Cali
1846,I'm Going Through,Edwin Hawkins
1847,L'a fête komine,Edith Lefel
1848,Raining On The Cold_ Cold Ground,Lonnie Johnson
1849,Shit 3 Outro,F.l.y.
1850,Nice Ride,Orbit
1851,New Pony,Bob Dylan
1852,El Manisero,Orlando Pops Orchestra
1853,Sugar Coated Lover,Geiom Ft. Marita
1854,Gwendolina,Line Renaud
1855,Degrees of Freedom,Rhian Sheehan
1856,This Time,David Saylor
1857,US Air Force,The Sun Harbor's Chorus-Documentary Recordings
1858,Love Don't Love Nobody,Roy Brown
1859,Tonight Will Last Forever (Album Version),Mest
1860,Deja El Ultimo Baile Para Mi (Lascia L'Ultimo Ballo Per Me),Los Iracundos
1861,One Day At A Time,Cumberland Quartet
1862,My Melody Of Love,Ray Conniff
1863,I've Got a Home,Five Blind Boys of Alabama
1864,Olhos Ciganos,Luiz Bonfa
1865,Writing Paper Blues,Blind Willie McTell
1866,So Small (Lullaby Rendition of Carrie Underwood),Hushabye Baby
1867,Felicidades,Arco Iris
1868,FEZ-Being Born,U2
1869,Raining On Our Love,Shania Twain
1870,Jacques Your Body (Make Me Sweat)/ Sounds Of Wickedness (PF Project Def Scratch Mix),Les Rythmes Digitales/ Tzant Feat. ODC MC
1871,Over The Edge,Akon
1872,Les Grande Bois,Jo-El Sonnier
1873,All For Nothing,Since The Flood
1874,My Mind Got Bad,Yank Rachell
1875,Melodia Simple,La Mancha De Rolando
1876,Xiao Shuo Xiang,Leo Ku
1877,Serenade,Slim Whitman
1878,Turn It Out,Larry Graham & Graham Central Station
1879,La Palabra Fin,Johnny Pacheco/Rolando La Serie
1880,Flight Of Earls,Barley Bree
1881,Hey Joe,Carl Smith
1882,Enough,Storyville
1883,The Luck You Got,The High Strung
1884,September Song,Tony Martin
1885,Rodriguez Pena,Jo Privat
1886,I'm Free,Jah Cure
1887,Strange Fruit,James Carter
1888,Down On Him,Pursuit Of Happiness
1889,Guided By History,Mithotyn
1890,Search For Jenny,Francis Lai
1891,Missing You For A Mile,Beres Hammond
1892,Crash Course,UK Subs
1893,Ley Lines,Embrace the End
1894,Even A Child - Proverbs 20:11,Steve Green
1895,Sirène,Marc Perrone
1896,Porque Yo Te Amo,Leonardo Favio
1897,Termina La Feria,Gloria Lasso
1898,Au Bout De La Marelle,Patrick Bruel
1899,Ma Douleur...,Julie Zenatti
1900,Rain from the Skies Mix 2,Delroy Wilson
1901,Destined To Win,DeGarmo & Key
1902,I Saw An Angel,Pentangle
1903,Begin The Beguine,Los Tres Diamantes
1904,Happiness Stan - Original,Small Facers
1905,Heaven Only Knows,K-OS
1906,The Mighty SB,Michael Landau
1907,Trane's Strain,Jack Sheldon
1908,I'm Wrong,Dave Hollister
1909,I've Been Thinking featuring Cat Power (Album Version),Handsome Boy Modeling School
1910,The Journey North,Michael Gettel
1911,Tell It Like It T-I-IS (Album Version),The B-52's
1912,Just One Girl,Gordon MacRae
1913,Song Of David (LP Version),Maire Brennan
1914,Pray On,Babbie Mason
1915,De Onda,Bersuit Vergarabat
1916,Um_ Um_ Um_ Um_ Um_ Um (Curious Mind),Major Lance
1917,That's How Strong My Love Is,Doyle Bramhall
1918,The Carpal Tunnel Of Love,Fall Out Boy
1919,(Sittin') Alone At A Table For Two,Hank Locklin
1920,Deckard,Deckard
1921,Coming Undone,Tantric
1922,Like A Deck Of Cards,Bedwetters
1923,Here we are,The Refreshments
1924,Tranceplant,Organ Donors
1925,Summer Love Triangle,David Tao
1926,Don't Mess With Me (2006 Digital Remaster),Whitesnake
1927,Apples in the Trees (Live),Mirah
1928,Just Keep It Up,Dee Clark
1929,Revelations:  Visions In A Dream,Tom Cochrane
1930,Choro II,Charlie Byrd / Laurindo Almeida
1931,Vendiste Los Gueyes -Maldita Miseria-,Mercedes Castro
1932,Beaux parleurs,Clarisse Lavanant
1933,Woe is Woman,The Skabs
1934,An Mouvman,Kassav'
1935,'Ti Monde (LP Version),BeauSoleil
1936,Money In Da Bank [Screwed],Tum Tum
1937,Hold On (LP Version),Michelle Tumes
1938,Make Me Bad,Korn
1939,Seven Days Of Heaven,Knack
1940,Livre D'orgue (1951) : VII Soixante-Quatre Durées (Remasterisé En 2008),Olivier Messiaen
1941,Sensory Deprivation Adventure,From Autumn To Ashes
1942,Lord We Give You All The Praise,The Jackson Southernaires
1943,Dying Batteries,Casiotone For The Painfully Alone
1944,Soopman Luva 6 1/2,Redman / Hurricane G / Melanie Rutherford
1945,Making Up For Lost Time (Footprints In The Sand Album Version),Cristy Lane
1946,30 Days In The Hole (Live),Humble Pie
1947,A Brief History of Shitty Comedy,Patton Oswalt
1948,Tom Dooley,Kingston Trio
1949,Un Ojo Dimos,Barrio Obrero
1950,Fax Me,Supertalented
1951,One More Go Round,James Taylor
1952,Surf Bat (Album Version),45 Grave
1953,Isn't Radio,Roommate
1954,Dum Dum (Marble Breaks And Iron Bends),The Dee Jays
1955,I Dream Of Chi Chi,Brian Tyler
1956,Eso No Tiene Remedio,Orquesta Aragon
1957,The Jezebel Spirit,Brian Eno And David Byrne
1958,Le chacha des gorilles,Bézu
1959,Canto Triste,Edu Lobo
1960,Say Your Prayers,Gang Starr
1961,Rhumboso,Nestor Torres
1962,The Kiss: Chris & The Model Airplane,Philip Glass
1963,Variations Sur Un Theme De Haydn Op51,Herbert Von Karajan
1964,Part 1 (19 Flowerpots_ 2 Hammered Dulcimers_ Bavarian Zither_ Shakuhachi),Stephan Micus
